file,start_time,end_time,amebit,comgal1,kinrai4,leabit,rewbla,sora,virrai
MINI06_20250410_050000.wav,99.0,102.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,105.0,108.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,108.0,111.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,111.0,114.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,117.0,120.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,120.0,123.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,123.0,126.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,126.0,129.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,129.0,132.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,132.0,135.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,141.0,144.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,228.0,231.0,0,0,0,1,0,0,0
MINI06_20250410_050000.wav,231.0,234.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,234.0,237.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,237.0,240.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,240.0,243.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,243.0,246.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,246.0,249.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,249.0,252.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,252.0,255.0,0,0,0,1,0,0,0
MINI06_20250410_050000.wav,258.0,261.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,291.0,294.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,294.0,297.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,300.0,303.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,303.0,306.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,306.0,309.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,309.0,312.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,312.0,315.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,314.9662715,318.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,318.0,321.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,321.0,324.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,324.0,327.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,327.0,330.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,330.0,333.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,333.0,336.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,336.0,339.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,339.0,342.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,342.0,345.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,345.0,348.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,348.0,351.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,351.0,354.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,354.0,357.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,360.0,363.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,1017.0,1020.0,0,0,1,0,0,0,0
MINI06_20250410_050000.wav,1437.0,1440.0,0,1,1,0,0,0,0
MINI06_20250410_060002.wav,3915.0,3918.0,1,0,0,0,0,0,0
MINI06_20250410_060002.wav,3918.0,3921.0,0,0,1,0,0,0,0
MINI06_20250410_060002.wav,3957.0,3960.0,0,0,1,0,0,0,0
MINI06_20250410_060002.wav,3960.0,3963.0,0,0,1,0,0,0,0
MINI06_20250410_060002.wav,3963.0,3966.0,0,0,1,0,0,0,0
MINI06_20250410_060002.wav,4527.0,4530.0,1,0,0,0,0,0,0
MINI06_20250410_060002.wav,4530.0,4533.0,1,0,0,0,0,0,0
MINI06_20250410_080002.wav,11237.0,11240.0,0,0,1,0,0,0,0
MINI06_20250411_050000.wav,55787.0,55790.0,0,0,1,0,0,0,0
MINI06_20250411_050000.wav,55790.0,55793.0,0,0,1,0,0,0,0
MINI06_20250411_050000.wav,56945.0,56948.0,0,0,1,0,0,0,0
MINI06_20250411_100002.wav,74562.0,74565.0,0,0,1,0,0,0,0
MINI06_20250411_100002.wav,74565.0,74568.0,0,0,1,0,0,0,0
MINI06_20250413_050000.wav,164301.0,164304.0,0,0,1,0,0,0,0
MINI06_20250421_050000.wav,328276.0,328279.0,0,0,1,0,0,0,0
MINI06_20250421_070002.wav,337496.0,337499.0,0,0,0,1,1,0,0
MINI06_20250421_140002.wav,360687.0,360690.0,0,0,1,0,0,0,0
MINI06_20250421_140002.wav,360690.0,360693.0,0,0,1,0,0,0,0
MINI06_20250422_110002.wav,403706.0,403709.0,0,0,1,0,0,0,0
MINI06_20250422_110002.wav,405485.0216,405488.0216,0,0,1,0,0,0,0
MINI06_20250422_110002.wav,406310.0,406313.0,0,0,0,0,1,0,0
MINI06_20250422_110002.wav,406358.0,406361.0,1,0,1,0,0,0,0
MINI06_20250422_120002.wav,407175.0,407178.0,0,0,0,0,0,1,0
MINI06_20250422_140002.wav,414011.0,414014.0,0,0,1,0,0,0,0
MINI06_20250422_140002.wav,414017.0,414020.0,0,0,1,0,0,0,0
MINI06_20250422_140002.wav,414020.0,414023.0,0,0,0,0,0,1,0
MINI06_20250422_140002.wav,414023.0,414026.0,0,0,0,0,0,1,0
MINI06_20250423_110002.wav,459057.9951,459061.0,0,0,0,0,1,0,0
MINI06_20250423_130002.wav,465870.0,465873.0,0,0,0,1,1,0,0
MINI06_20250425_110002.wav,494857.0,494860.0,0,0,0,0,1,0,0
MINI06_20250505_100002.wav,687615.0,687618.0,0,0,0,0,1,0,0
MINI06_20250505_120002.wav,697106.0,697109.0,0,0,0,0,1,0,0
MINI06_20250505_120002.wav,697286.0,697289.0,0,0,0,0,1,0,0
MINI06_20250505_120002.wav,697289.0,697292.0,0,0,0,1,1,0,0
MINI06_20250505_140002.wav,704290.0,704293.0,0,0,1,0,0,0,0
MINI06_20250505_160002.wav,712410.0,712413.0,0,0,1,0,0,0,0
MINI06_20250505_160002.wav,712416.0,712419.0,0,0,1,1,0,0,1
MINI06_20250505_180002.wav,716690.0,716693.0,0,0,1,0,0,0,0
MINI06_20250505_180002.wav,716696.0,716699.0,0,0,1,0,0,0,0
MINI06_20250512_120002.wav,804021.0,804024.0,0,0,0,0,1,0,0
MINI06_20250513_080002.wav,844417.0,844420.0,0,0,1,0,0,0,0
MINI06_20250514_080002.wav,898668.0,898671.0,0,0,1,0,0,0,0
MINI06_20250522_120002.wav,1001949.995,1001953.0,0,0,0,0,1,0,0
MINI06_20250522_120002.wav,1001953.0,1001956.0,0,0,0,0,1,0,0
MINI06_20250523_120002.wav,1054938.0,1054941.0,0,0,0,0,1,0,0
MINI06_20250523_120002.wav,1055919.0,1055922.0,0,0,1,0,1,0,0
MINI06_20250523_170002.wav,1075457.0,1075460.0,0,0,0,0,1,0,0
MINI06_20250524_100002.wav,1101999.0,1102002.0,0,0,0,0,1,0,0
MINI06_20250527_140002.wav,1280065.0,1280068.0,0,0,0,0,1,0,0
MINI06_20250527_180002.wav,1292660.0,1292663.0,0,0,0,0,1,0,0
MINI06_20250527_190002.wav,1297350.0,1297353.0,0,0,0,0,1,0,0
MINI06_20250527_190002.wav,1298385.0,1298388.0,0,0,0,0,1,0,0
