audio_subdir,file,labels
audio,MINI06_20250410_060002_927.0000s_930.0000s.wav,American Bittern
audio,MINI06_20250410_060002_930.0000s_933.0000s.wav,American Bittern
audio,MINI06_20250410_080002_441.0000s_444.0000s.wav,King Rail
audio,MINI06_20250411_050000_1815.0000s_1818.0000s.wav,King Rail
audio,MINI06_20250411_050000_1818.0000s_1821.0000s.wav,King Rail
audio,MINI06_20250411_050000_2973.0000s_2976.0000s.wav,King Rail
audio,MINI06_20250411_100002_2598.0000s_2601.0000s.wav,King Rail
audio,MINI06_20250411_100002_2601.0000s_2604.0000s.wav,King Rail
audio,MINI06_20250413_050000_2385.0000s_2388.0000s.wav,King Rail
audio,MINI06_20250421_050000_846.0000s_849.0000s.wav,King Rail
audio,MINI06_20250421_070002_2868.0000s_2871.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,MINI06_20250421_140002_873.0000s_876.0000s.wav,King Rail
audio,MINI06_20250421_140002_876.0000s_879.0000s.wav,King Rail
audio,MINI06_20250422_110002_714.0000s_717.0000s.wav,King Rail
audio,MINI06_20250422_110002_2493.0000s_2496.0000s.wav,King Rail
audio,MINI06_20250422_110002_3318.0000s_3321.0000s.wav,Red-winged Blackbird
audio,MINI06_20250422_110002_3366.0000s_3369.0000s.wav,"American Bittern, King Rail"
audio,MINI06_20250422_120002_585.0000s_588.0000s.wav,Sora
audio,MINI06_20250422_140002_225.0000s_228.0000s.wav,King Rail
audio,MINI06_20250422_140002_231.0000s_234.0000s.wav,King Rail
audio,MINI06_20250422_140002_234.0000s_237.0000s.wav,Sora
audio,MINI06_20250422_140002_237.0000s_240.0000s.wav,Sora
audio,MINI06_20250423_110002_2094.0000s_2097.0000s.wav,Red-winged Blackbird
audio,MINI06_20250423_130002_1710.0000s_1713.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,MINI06_20250425_110002_1911.0000s_1914.0000s.wav,Red-winged Blackbird
audio,MINI06_20250505_100002_369.0000s_372.0000s.wav,Red-winged Blackbird
audio,MINI06_20250505_120002_2664.0000s_2667.0000s.wav,Red-winged Blackbird
audio,MINI06_20250505_120002_2844.0000s_2847.0000s.wav,Red-winged Blackbird
audio,MINI06_20250505_120002_2847.0000s_2850.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,MINI06_20250505_140002_2652.0000s_2655.0000s.wav,King Rail
audio,MINI06_20250505_160002_3576.0000s_3579.0000s.wav,King Rail
audio,MINI06_20250505_160002_3582.0000s_3585.0000s.wav,"King Rail, Least Bittern, Virginia Rail"
audio,MINI06_20250505_180002_660.0000s_663.0000s.wav,King Rail
audio,MINI06_20250505_180002_666.0000s_669.0000s.wav,King Rail
audio,MINI06_20250512_120002_1635.0000s_1638.0000s.wav,Red-winged Blackbird
audio,MINI06_20250513_080002_2451.0000s_2454.0000s.wav,King Rail
audio,MINI06_20250514_080002_2730.0000s_2733.0000s.wav,King Rail
audio,MINI06_20250522_120002_1668.0000s_1671.0000s.wav,Red-winged Blackbird
audio,MINI06_20250522_120002_1671.0000s_1674.0000s.wav,Red-winged Blackbird
audio,MINI06_20250523_120002_684.0000s_687.0000s.wav,Red-winged Blackbird
audio,MINI06_20250523_120002_1665.0000s_1668.0000s.wav,"King Rail, Red-winged Blackbird"
audio,MINI06_20250523_170002_3213.0000s_3216.0000s.wav,Red-winged Blackbird
audio,MINI06_20250524_100002_969.0000s_972.0000s.wav,Red-winged Blackbird
audio,MINI06_20250527_140002_2727.0000s_2730.0000s.wav,Red-winged Blackbird
audio,MINI06_20250527_180002_930.0000s_933.0000s.wav,Red-winged Blackbird
audio,MINI06_20250527_190002_2022.0000s_2025.0000s.wav,Red-winged Blackbird
audio,MINI06_20250527_190002_3057.0000s_3060.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250326_193100_21.0000s_24.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250326_193100_318.0000s_321.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250326_193100_321.0000s_324.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250326_193100_381.0000s_384.0000s.wav,Virginia Rail
audio,SMA06000_20250326_193100_384.0000s_387.0000s.wav,"Red-winged Blackbird, Virginia Rail"
audio,SMA06000_20250326_193100_387.0000s_390.0000s.wav,"Common Gallinule, Least Bittern, Virginia Rail"
audio,SMA06000_20250326_193100_390.0000s_393.0000s.wav,Virginia Rail
audio,SMA06000_20250326_193100_393.0000s_396.0000s.wav,Virginia Rail
audio,SMA06000_20250326_193100_402.0000s_405.0000s.wav,King Rail
audio,SMA06000_20250326_193100_828.0000s_831.0000s.wav,"Common Gallinule, King Rail, Least Bittern"
audio,SMA06000_20250326_193100_963.0000s_966.0000s.wav,American Bittern
audio,SMA06000_20250326_193100_993.0000s_996.0000s.wav,Least Bittern
audio,SMA06000_20250402_193800_342.0000s_345.0000s.wav,King Rail
audio,SMA06000_20250407_194400_216.0000s_219.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250407_194400_498.0000s_501.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250407_194400_501.0000s_504.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250407_194400_507.0000s_510.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250407_194400_510.0000s_513.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250407_194400_513.0000s_516.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250410_040000_1122.0000s_1125.0000s.wav,Least Bittern
audio,SMA06000_20250410_064000_2208.0000s_2211.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250410_194700_1212.0000s_1215.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250410_194700_1218.0000s_1221.0000s.wav,"Swamp Sparrow, Virginia Rail"
audio,SMA06000_20250417_062900_531.0000s_534.0000s.wav,Swamp Sparrow
audio,SMA06000_20250417_062900_873.0000s_876.0000s.wav,Virginia Rail
audio,SMA06000_20250417_062900_879.0000s_882.0000s.wav,Virginia Rail
audio,SMA06000_20250417_062900_894.0000s_897.0000s.wav,Virginia Rail
audio,SMA06000_20250417_062900_903.0000s_906.0000s.wav,Virginia Rail
audio,SMA06000_20250417_062900_1494.0000s_1497.0000s.wav,American Bittern
audio,SMA06000_20250417_062900_1803.0000s_1806.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250417_062900_1812.0000s_1815.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250417_062900_1815.0000s_1818.0000s.wav,"King Rail, Red-winged Blackbird"
audio,SMA06000_20250424_200200_600.0000s_603.0000s.wav,"Least Bittern, Virginia Rail"
audio,SMA06000_20250430_200900_897.0000s_900.0000s.wav,"King Rail, Least Bittern"
audio,SMA06000_20250430_200900_1872.0000s_1875.0000s.wav,King Rail
audio,SMA06000_20250501_201000_378.0000s_381.0000s.wav,"King Rail, Least Bittern, Red-winged Blackbird, Sora"
audio,SMA06000_20250501_201000_381.0000s_384.0000s.wav,"King Rail, Least Bittern"
audio,SMA06000_20250501_201000_384.0000s_387.0000s.wav,"King Rail, Red-winged Blackbird"
audio,SMA06000_20250502_201100_1152.0000s_1155.0000s.wav,American Bittern
audio,SMA06000_20250507_201600_2328.0000s_2331.0000s.wav,"King Rail, Least Bittern"
audio,SMA06000_20250507_201600_2355.0000s_2358.0000s.wav,"King Rail, Least Bittern"
audio,SMA06000_20250507_201600_2358.0000s_2361.0000s.wav,King Rail
audio,SMA06000_20250508_040000_222.0000s_225.0000s.wav,King Rail
audio,SMA06000_20250508_040000_249.0000s_252.0000s.wav,King Rail
audio,SMA06000_20250508_040000_294.0000s_297.0000s.wav,King Rail
audio,SMA06000_20250508_040000_501.0000s_504.0000s.wav,King Rail
audio,SMA06000_20250508_040000_687.0000s_690.0000s.wav,King Rail
audio,SMA06000_20250508_040000_762.0000s_765.0000s.wav,King Rail
audio,SMA06000_20250508_040000_825.0000s_828.0000s.wav,King Rail
audio,SMA06000_20250508_040000_828.0000s_831.0000s.wav,King Rail
audio,SMA06000_20250514_202300_2295.0000s_2298.0000s.wav,"American Bittern, Least Bittern"
audio,SMA06000_20250516_202500_1677.0000s_1680.0000s.wav,Least Bittern
audio,SMA06000_20250516_202500_1680.0000s_1683.0000s.wav,Least Bittern
audio,SMA06000_20250517_055100_993.0000s_996.0000s.wav,American Bittern
audio,SMA06000_20250517_202600_441.0000s_444.0000s.wav,"King Rail, Least Bittern, Willow Flycatcher"
audio,SMA06000_20250529_054200_1782.0000s_1785.0000s.wav,"King Rail, Least Bittern"
audio,SMA06000_20250602_054000_1845.0000s_1848.0000s.wav,"Least Bittern, Red-winged Blackbird, Willow Flycatcher"
audio,SMA06000_20250602_204000_2079.0000s_2082.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250616_204800_786.0000s_789.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250617_204800_99.0000s_102.0000s.wav,Least Bittern
audio,SMA06000_20250617_204800_1914.0000s_1917.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250618_204800_714.0000s_717.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250620_204900_1335.0000s_1338.0000s.wav,"King Rail, Least Bittern"
audio,SMA06000_20250623_205000_258.0000s_261.0000s.wav,"King Rail, Least Bittern, Marsh Wren, Virginia Rail"
audio,SMA06000_20250624_205000_2235.0000s_2238.0000s.wav,"Least Bittern, Virginia Rail"
audio,SMA06000_20250628_205000_2025.0000s_2028.0000s.wav,"American Bittern, Least Bittern, Virginia Rail"
audio,SMA06000_20250628_205000_2028.0000s_2031.0000s.wav,"King Rail, Least Bittern, Virginia Rail"
audio,SMA06000_20250629_205000_2175.0000s_2178.0000s.wav,Virginia Rail
audio,SMA06000_20250702_204900_1995.0000s_1998.0000s.wav,"King Rail, Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250703_054300_1602.0000s_1605.0000s.wav,"American Bittern, King Rail, Least Bittern"
audio,SMA06000_20250703_204900_393.0000s_396.0000s.wav,King Rail
audio,SMA06000_20250704_054400_420.0000s_423.0000s.wav,"King Rail, Least Bittern, Swamp Sparrow, Virginia Rail"
audio,SMA06000_20250704_204900_1821.0000s_1824.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250705_054400_729.0000s_732.0000s.wav,King Rail
audio,SMA06000_20250705_204900_177.0000s_180.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250706_054500_2289.0000s_2292.0000s.wav,"King Rail, Swamp Sparrow"
audio,SMA06000_20250706_204800_261.0000s_264.0000s.wav,Least Bittern
audio,SMA06000_20250706_204800_831.0000s_834.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250706_204800_840.0000s_843.0000s.wav,"American Bittern, Swamp Sparrow"
audio,SMA06000_20250706_204800_846.0000s_849.0000s.wav,Red-winged Blackbird
audio,SMA06000_20250707_054600_663.0000s_666.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06000_20250410_194700_1215.0000s_1218.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250404_194100_219.0000s_222.0000s.wav,King Rail
audio,2MA06246_20250404_194100_318.0000s_321.0000s.wav,King Rail
audio,2MA06246_20250404_194100_417.0000s_420.0000s.wav,Virginia Rail
audio,2MA06246_20250404_194100_420.0000s_423.0000s.wav,Virginia Rail
audio,2MA06246_20250404_194100_438.0000s_441.0000s.wav,Virginia Rail
audio,2MA06246_20250404_194100_1221.0000s_1224.0000s.wav,King Rail
audio,2MA06246_20250405_064800_1815.0000s_1818.0000s.wav,"American Bittern, King Rail, Least Bittern, Sora"
audio,2MA06246_20250405_194200_1173.0000s_1176.0000s.wav,"King Rail, Red-winged Blackbird"
audio,2MA06246_20250406_064700_1425.0000s_1428.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,2MA06246_20250406_064700_1428.0000s_1431.0000s.wav,King Rail
audio,2MA06246_20250406_064700_1467.0000s_1470.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,2MA06246_20250406_064700_1470.0000s_1473.0000s.wav,"King Rail, Red-winged Blackbird"
audio,2MA06246_20250406_064700_1473.0000s_1476.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250406_064700_1935.0000s_1938.0000s.wav,"King Rail, Virginia Rail"
audio,2MA06246_20250406_064700_1938.0000s_1941.0000s.wav,Least Bittern
audio,2MA06246_20250406_064700_1956.0000s_1959.0000s.wav,"King Rail, Least Bittern"
audio,2MA06246_20250406_064700_1962.0000s_1965.0000s.wav,"King Rail, Least Bittern, Virginia Rail"
audio,2MA06246_20250406_064700_2058.0000s_2061.0000s.wav,"King Rail, Virginia Rail"
audio,2MA06246_20250406_064700_2148.0000s_2151.0000s.wav,King Rail
audio,2MA06246_20250406_064700_2154.0000s_2157.0000s.wav,King Rail
audio,2MA06246_20250406_064700_2256.0000s_2259.0000s.wav,"King Rail, Least Bittern"
audio,2MA06246_20250406_064700_2367.0000s_2370.0000s.wav,King Rail
audio,2MA06246_20250406_064700_2373.0000s_2376.0000s.wav,King Rail
audio,2MA06246_20250406_194300_471.0000s_474.0000s.wav,"King Rail, Least Bittern, Virginia Rail"
audio,2MA06246_20250408_064300_1707.0000s_1710.0000s.wav,King Rail
audio,2MA06246_20250408_194500_207.0000s_210.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250411_063800_1743.0000s_1746.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250411_063800_1839.0000s_1842.0000s.wav,King Rail
audio,2MA06246_20250423_200100_2361.0000s_2364.0000s.wav,Sora
audio,2MA06246_20250424_200200_414.0000s_417.0000s.wav,"King Rail, Virginia Rail"
audio,2MA06246_20250425_200300_15.0000s_18.0000s.wav,King Rail
audio,2MA06246_20250425_200300_543.0000s_546.0000s.wav,King Rail
audio,2MA06246_20250426_200400_942.0000s_945.0000s.wav,"King Rail, Red-winged Blackbird"
audio,2MA06246_20250427_200500_492.0000s_495.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,2MA06246_20250428_061300_2307.0000s_2310.0000s.wav,Sora
audio,2MA06246_20250429_200800_186.0000s_189.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250430_061000_447.0000s_450.0000s.wav,"American Bittern, King Rail, Swamp Sparrow"
audio,2MA06246_20250430_200900_450.0000s_453.0000s.wav,King Rail
audio,2MA06246_20250501_060900_993.0000s_996.0000s.wav,Sora
audio,2MA06246_20250501_201000_144.0000s_147.0000s.wav,King Rail
audio,2MA06246_20250501_201000_1446.0000s_1449.0000s.wav,"King Rail, Least Bittern, Sora"
audio,2MA06246_20250503_201200_141.0000s_144.0000s.wav,"Least Bittern, Red-winged Blackbird, Sora, Tree Swallow"
audio,2MA06246_20250505_060400_2247.0000s_2250.0000s.wav,"King Rail, Virginia Rail"
audio,2MA06246_20250507_201600_2187.0000s_2190.0000s.wav,American Bittern
audio,2MA06246_20250507_201600_2190.0000s_2193.0000s.wav,"American Bittern, Swamp Sparrow, Virginia Rail"
audio,2MA06246_20250507_201600_2193.0000s_2196.0000s.wav,"King Rail, Virginia Rail"
audio,2MA06246_20250507_201600_2208.0000s_2211.0000s.wav,"American Bittern, Virginia Rail"
audio,2MA06246_20250507_201600_2220.0000s_2223.0000s.wav,"Common Gallinule, King Rail, Least Bittern"
audio,2MA06246_20250507_201600_2226.0000s_2229.0000s.wav,Eastern Kingbird
audio,2MA06246_20250507_201600_2229.0000s_2232.0000s.wav,King Rail
audio,2MA06246_20250507_201600_2235.0000s_2238.0000s.wav,"American Bittern, King Rail, Least Bittern, Virginia Rail"
audio,2MA06246_20250507_201600_2238.0000s_2241.0000s.wav,"Least Bittern, Virginia Rail"
audio,2MA06246_20250508_040000_528.0000s_531.0000s.wav,King Rail
audio,2MA06246_20250508_040000_531.0000s_534.0000s.wav,American Bittern
audio,2MA06246_20250508_060000_1353.0000s_1356.0000s.wav,"King Rail, Virginia Rail"
audio,2MA06246_20250521_203000_1539.0000s_1542.0000s.wav,"King Rail, Least Bittern, Red-winged Blackbird"
audio,2MA06246_20250523_203200_1797.0000s_1800.0000s.wav,"Marsh Wren, Red-winged Blackbird, Virginia Rail"
audio,2MA06246_20250526_203500_108.0000s_111.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250526_203500_1143.0000s_1146.0000s.wav,Red-winged Blackbird
audio,2MA06246_20250527_203500_123.0000s_126.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,2MA06246_20250609_204500_1101.0000s_1104.0000s.wav,"Swamp Sparrow, Virginia Rail"
audio,2MA06246_20250611_053800_1059.0000s_1062.0000s.wav,"Tree Swallow, Virginia Rail"
audio,2MA06246_20250614_204700_1932.0000s_1935.0000s.wav,Virginia Rail
audio,2MA06246_20250626_205000_2085.0000s_2088.0000s.wav,American Bittern
audio,2MA06246_20250707_054600_2385.0000s_2388.0000s.wav,"American Bittern, Least Bittern, Swamp Sparrow"
audio,2MA06246_20250707_054600_2391.0000s_2394.0000s.wav,"Least Bittern, Virginia Rail"
audio,SMA06024_20250326_193100_27.0000s_30.0000s.wav,"American Bittern, Red-winged Blackbird"
audio,SMA06024_20250326_193100_42.0000s_45.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250326_193100_108.0000s_111.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250326_193100_111.0000s_114.0000s.wav,Least Bittern
audio,SMA06024_20250326_193100_1071.0000s_1074.0000s.wav,"Marsh Wren, Red-winged Blackbird"
audio,SMA06024_20250326_193100_1194.0000s_1197.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250326_193100_1197.0000s_1200.0000s.wav,"Red-winged Blackbird, Virginia Rail"
audio,SMA06024_20250327_193200_693.0000s_696.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250327_193200_696.0000s_699.0000s.wav,American Bittern
audio,SMA06024_20250327_193200_1404.0000s_1407.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250401_193700_426.0000s_429.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250401_193700_531.0000s_534.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250402_065300_1719.0000s_1722.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250402_065300_1767.0000s_1770.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250402_065300_1947.0000s_1950.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250402_193800_81.0000s_84.0000s.wav,"Common Gallinule, Red-winged Blackbird"
audio,SMA06024_20250402_193800_165.0000s_168.0000s.wav,"Least Bittern, Pied-billed Grebe"
audio,SMA06024_20250402_193800_636.0000s_639.0000s.wav,Virginia Rail
audio,SMA06024_20250402_193800_936.0000s_939.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06024_20250403_193900_1122.0000s_1125.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250406_064600_2121.0000s_2124.0000s.wav,Pied-billed Grebe
audio,SMA06024_20250406_064600_2124.0000s_2127.0000s.wav,Pied-billed Grebe
audio,SMA06024_20250407_194400_1278.0000s_1281.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250408_194500_1110.0000s_1113.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250408_194500_1137.0000s_1140.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250408_194500_1140.0000s_1143.0000s.wav,Wood Duck
audio,SMA06024_20250410_194700_276.0000s_279.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250419_195700_1590.0000s_1593.0000s.wav,Virginia Rail
audio,SMA06024_20250425_200300_1620.0000s_1623.0000s.wav,"American Bittern, King Rail, Red-winged Blackbird"
audio,SMA06024_20250427_200500_951.0000s_954.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06024_20250429_061100_639.0000s_642.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06024_20250502_201100_1698.0000s_1701.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250507_201600_2220.0000s_2223.0000s.wav,Least Bittern
audio,SMA06024_20250507_201600_2238.0000s_2241.0000s.wav,American Bittern
audio,SMA06024_20250507_201600_2241.0000s_2244.0000s.wav,King Rail
audio,SMA06024_20250602_204000_1251.0000s_1254.0000s.wav,"Least Bittern, Red-winged Blackbird"
audio,SMA06024_20250602_204000_2181.0000s_2184.0000s.wav,"American Bittern, Virginia Rail"
audio,SMA06024_20250603_054000_1017.0000s_1020.0000s.wav,"American Bittern, Least Bittern"
audio,SMA06024_20250608_204400_2259.0000s_2262.0000s.wav,Sora
audio,SMA06024_20250608_204400_2262.0000s_2265.0000s.wav,Sora
audio,SMA06024_20250613_204700_1077.0000s_1080.0000s.wav,Least Bittern
audio,SMA06024_20250614_053800_1395.0000s_1398.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250615_204700_471.0000s_474.0000s.wav,King Rail
audio,SMA06024_20250615_204700_525.0000s_528.0000s.wav,Virginia Rail
audio,SMA06024_20250615_204700_1605.0000s_1608.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250616_204800_1626.0000s_1629.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250616_204800_1647.0000s_1650.0000s.wav,Red-winged Blackbird
audio,SMA06024_20250616_204800_1698.0000s_1701.0000s.wav,King Rail
audio,SMA06024_20250616_204800_1701.0000s_1704.0000s.wav,"King Rail, Virginia Rail"
audio,SMA06024_20250616_204800_1836.0000s_1839.0000s.wav,King Rail
audio,SMA06024_20250616_204800_1848.0000s_1851.0000s.wav,King Rail
audio,SMA06024_20250616_204800_1854.0000s_1857.0000s.wav,"King Rail, Virginia Rail"
audio,SMA06024_20250616_204800_1872.0000s_1875.0000s.wav,King Rail
audio,SMA06024_20250616_204800_1875.0000s_1878.0000s.wav,King Rail
audio,SMA06024_20250616_204800_2034.0000s_2037.0000s.wav,King Rail
audio,SMA06024_20250617_040000_0.0000s_3.0000s.wav,"King Rail, Virginia Rail"
audio,SMA06024_20250617_040000_30.0000s_33.0000s.wav,Virginia Rail
audio,SMA06024_20250617_040000_33.0000s_36.0000s.wav,King Rail
audio,SMA06024_20250617_040000_48.0000s_51.0000s.wav,King Rail
audio,SMA06024_20250617_040000_57.0000s_60.0000s.wav,King Rail
audio,SMA06024_20250617_040000_60.0000s_63.0000s.wav,King Rail
audio,SMA06024_20250617_040000_84.0000s_87.0000s.wav,King Rail
