Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?,source_file
220740,Spectrogram 1,1,1237758.656,1237761.656,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250526_180002.wav,0.6559,MINI06_20250526_180002.wav,3.0,,,,,Background Noise,,6p 5/26,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220741,Spectrogram 1,1,1115422.104,1115425.104,0.0,9915.493,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250524_140002.wav,0.1043,MINI06_20250524_140002.wav,3.0,,,,,Background Noise,,"2p 5/24 rain, clipping",2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220742,Spectrogram 1,1,1115430.72,1115433.72,0.0,12000.0,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250524_140002.wav,8.7205,MINI06_20250524_140002.wav,3.0,,,,,Background Noise,,2p 5/24,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220746,Spectrogram 1,1,1595.791271,1598.791271,83.721,7311.628,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250410_050000.wav,1595.7913,MINI06_20250410_050000.wav,3.0,,,,,Background Noise,,5a 4/10,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220748,Spectrogram 1,1,133131.4279,133134.4279,0.0,10074.419,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250412_110002.wav,3597.428,MINI06_20250412_110002.wav,3.0,,,,,Background Noise,,12p 4/12,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220749,Spectrogram 1,1,244678.2932,244681.2932,0.0,10632.558,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250414_130002.wav,4.2932,MINI06_20250414_130002.wav,3.0,,,,,Background Noise,,1p 4/14,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220750,Spectrogram 1,1,302258.0869,302261.0869,0.0,4325.581,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250415_140002.wav,14.0869,MINI06_20250415_140002.wav,3.0,,,,,Background Noise,,2p 4/15,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220752,Spectrogram 1,1,1155056.529,1155059.529,446.512,4939.535,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250525_100002.wav,54.5292,MINI06_20250525_100002.wav,3.0,,,,,Background Noise,,10a 5/25,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220753,Spectrogram 1,1,133134.7764,133137.7764,0.0,6725.581,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250412_120002.wav,2.7764,MINI06_20250412_120002.wav,3.0,,,,,Background Noise,,12p 4/12,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220754,Spectrogram 1,1,82811.76893,82814.76893,139.535,5330.233,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_130002.wav,53.7689,MINI06_20250411_130002.wav,3.0,,,,,Background Noise,,1p 4/11,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220755,Spectrogram 1,1,86562.97576,86565.97576,0.0,6139.535,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250411_140002.wav,206.9758,MINI06_20250411_140002.wav,3.0,,,,,Background Noise,,2p 4/11,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220756,Spectrogram 1,1,255775.6472,255778.6472,0.0,5860.465,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250414_160002.wav,307.6472,MINI06_20250414_160002.wav,3.0,,,,,Background Noise,,4p 4/14,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220761,Spectrogram 1,1,859965.4807,859968.4807,0.0,4493.023,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250513_130002.wav,9.4807,MINI06_20250513_130002.wav,3.0,,,,,Background Noise,,1p 5/13,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
220764,Spectrogram 1,1,852847.1006,852850.1006,0.0,6251.163,E:\2025 King Rail Project\Choctaw_WMA_2025 Data\MINI06_20250513_110002.wav,87.1006,MINI06_20250513_110002.wav,3.0,,,,,Background Noise,,11a 5/11,2.0,BirdNET_SelectionTable_Choctaw_AnnotatedRMKMJS20260419withnegatives20260421.csv
52678,Spectrogram 1,1,4013.193104,4016.193104,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250416_063100.wav,413.1931,2MA08068_20250416_063100.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52679,Spectrogram 1,1,27717.29302,27720.29302,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250420_062500.wav,117.293,2MA08068_20250420_062500.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52681,Spectrogram 1,1,237171.3857,237174.3857,0.0,11867.647,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250525_040000.wav,771.3857,2MA08068_20250525_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52682,Spectrogram 1,1,510410.5576,510413.5576,0.0,11647.059,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250709_204900.wav,410.5577,2MA08068_20250709_204900.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52683,Spectrogram 1,1,237165.2939,237168.2939,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250525_040000.wav,765.2939,2MA08068_20250525_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52685,Spectrogram 1,1,285359.1175,285362.1175,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250602_040000.wav,959.1175,2MA08068_20250602_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52687,Spectrogram 1,1,272755.4514,272758.4514,0.0,11867.647,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250531_040000.wav,355.4514,2MA08068_20250531_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52688,Spectrogram 1,1,8482.199407,8485.199407,0.0,11867.647,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250417_040000.wav,82.1994,2MA08068_20250417_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52692,Spectrogram 1,1,115832.0779,115835.0779,0.0,11823.529,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250504_201400.wav,1832.0779,2MA08068_20250504_201400.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
52693,Spectrogram 1,1,390.1625062,393.1625062,0.0,12000.0,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Howard5 2MA08068\Howard5Data20250415to20250710\2MA08068_20250415_195400.wav,390.1625,2MA08068_20250415_195400.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_How5AnnotatedRMJS20260420withnegatives20260421.csv
118651,Spectrogram 1,1,255345.9893,255348.9893,0.0,11797.98,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,1087.9627,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118652,Spectrogram 1,1,255355.6959,255358.6959,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,1097.6692,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118654,Spectrogram 1,1,612323.0137,612326.0137,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250706_204800.wav,821.9897,SMA06000_20250706_204800.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118655,Spectrogram 1,1,612333.6707,612336.6707,0.0,11797.98,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250706_204800.wav,832.6467,SMA06000_20250706_204800.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118656,Spectrogram 1,1,254501.5073,254504.5073,0.0,11838.384,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,243.4806,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118657,Spectrogram 1,1,254511.442,254514.442,0.0,11878.788,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,253.4153,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118658,Spectrogram 1,1,255014.0884,255017.0884,0.0,11838.384,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,756.0617,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118659,Spectrogram 1,1,255089.9533,255092.9533,0.0,11878.788,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,831.9267,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118660,Spectrogram 1,1,255334.0272,255337.0272,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250508_040000.wav,1076.0005,SMA06000_20250508_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118661,Spectrogram 1,1,2405.881764,2408.881764,0.0,5762.918,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250327_040000.wav,5.8818,SMA06000_20250327_040000.wav,3.0,,,,,Background Noise,,4a 5/27 water,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118665,Spectrogram 1,1,15608.35254,15611.35254,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250329_070000.wav,8.3525,SMA06000_20250329_070000.wav,3.0,,,,,Background Noise,,7a 3/29,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118666,Spectrogram 1,1,68405.16021,68408.16021,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250407_040000.wav,5.1602,SMA06000_20250407_040000.wav,3.0,,,,,Background Noise,,4a 4/7,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
118667,Spectrogram 1,1,63608.85544,63611.85544,0.0,4522.796,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore1 SMA06000\Lattimore1Data20250326to20250707\SMA06000_20250406_064700.wav,8.8555,SMA06000_20250406_064700.wav,3.0,,,,,Background Noise,,6a 4/6,2.0,BirdNET_SelectionTable_Lat1AnnotatedRM20260420withnegatives20260421.csv
112620,Spectrogram 1,1,206828.7677,206831.7677,0.0,11847.134,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250509_040000.wav,551.6584,2MA06246_20250509_040000.wav,3.0,,,,,Background Noise,,4a 5/9,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112623,Spectrogram 1,1,175899.0089,175902.0089,0.0,11770.701,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250503_201200.wav,2021.8996,2MA06246_20250503_201200.wav,3.0,,,,,Background Noise,,set 5/3,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112624,Spectrogram 1,1,177525.9919,177528.9919,0.0,11847.134,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250504_060500.wav,48.8825,2MA06246_20250504_060500.wav,3.0,,,,,Background Noise,,rise 5/4,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112625,Spectrogram 1,1,177613.1359,177616.1359,0.0,11885.35,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250504_060500.wav,136.0265,2MA06246_20250504_060500.wav,3.0,,,,,Background Noise,,rise 5/4,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112627,Spectrogram 1,1,178726.624,178729.624,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250504_060500.wav,1249.5147,2MA06246_20250504_060500.wav,3.0,,,,,Background Noise,,rise 5/4,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112629,Spectrogram 1,1,182069.7101,182072.7101,0.0,11923.567,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250504_201300.wav,2192.6008,2MA06246_20250504_201300.wav,3.0,,,,,Background Noise,,set 5/4,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112630,Spectrogram 1,1,182080.5544,182083.5544,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250504_201300.wav,2203.4451,2MA06246_20250504_201300.wav,3.0,,,,,Background Noise,,"set 5/4- sosp, not swsp",2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112631,Spectrogram 1,1,182087.5967,182090.5967,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250504_201300.wav,2210.4873,2MA06246_20250504_201300.wav,3.0,,,,,Background Noise,,set 5/4,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112632,Spectrogram 1,1,182702.7929,182705.7929,0.0,11847.134,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250505_040000.wav,425.6836,2MA06246_20250505_040000.wav,3.0,,,,,Background Noise,,4a 5/5,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112633,Spectrogram 1,1,188349.9487,188352.9487,0.0,11847.134,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250506_040000.wav,72.8393,2MA06246_20250506_040000.wav,3.0,,,,,Background Noise,,4a 5/5,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112634,Spectrogram 1,1,2403.158384,2406.158384,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250405_040000.wav,3.1584,2MA06246_20250405_040000.wav,3.0,,,,,Background Noise,,4a 4/5,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112636,Spectrogram 1,1,392187.1643,392190.1643,0.0,12000.0,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250609_040000.wav,11.4736,2MA06246_20250609_040000.wav,3.0,,,,,Background Noise,,4a 6/9,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
112637,Spectrogram 1,1,548186.6891,548189.6891,0.0,7979.695,E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\Lattimore2 2MA06246\Lattimore2Data20250404to20250707\2MA06246_20250705_040000.wav,10.9985,2MA06246_20250705_040000.wav,3.0,,,,,Background Noise,,4a 7/5,2.0,BirdNET_SelectionTable_Lat2AnnotatedRM20260420withnegatives20260421.csv
53028,Spectrogram 1,1,202180.1283,202183.1283,0.0,11853.659,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250429_061100.wav,580.1283,SMA06024_20250429_061100.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53030,Spectrogram 1,1,203556.9421,203559.9421,0.0,11817.073,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250429_061100.wav,1956.9421,SMA06024_20250429_061100.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53032,Spectrogram 1,1,206268.4073,206271.4073,0.0,11853.659,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250429_200800.wav,2268.4073,SMA06024_20250429_200800.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53033,Spectrogram 1,1,207005.6729,207008.6729,0.0,11890.244,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250430_040000.wav,605.6729,SMA06024_20250430_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53034,Spectrogram 1,1,207016.8051,207019.8051,0.0,11853.659,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250430_040000.wav,616.8051,SMA06024_20250430_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53036,Spectrogram 1,1,494394.5225,494397.5225,0.0,11853.659,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250616_204800.wav,2394.5225,SMA06024_20250616_204800.wav,3.0,,,,,Background Noise,,set,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53037,Spectrogram 1,1,494575.1274,494578.1274,0.0,11817.073,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250617_040000.wav,175.1274,SMA06024_20250617_040000.wav,3.0,,,,,Background Noise,,4am,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53039,Spectrogram 1,1,41361.46494,41364.46494,0.0,11670.732,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250402_065300.wav,1761.4649,SMA06024_20250402_065300.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53041,Spectrogram 1,1,41010.24891,41013.24891,0.0,11817.073,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250402_065300.wav,1410.2489,SMA06024_20250402_065300.wav,3.0,,,,,Background Noise,,rise,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
53042,Spectrogram 1,1,41015.39609,41018.39609,0.0,11964.497,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250402_065300.wav,1415.3961,SMA06024_20250402_065300.wav,3.0,,,,,Background Noise,,,2.0,BirdNET_SelectionTable_NLily1AnnotatedRMJS20260420withnegatives20260421.csv
