Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?
19,Spectrogram 1,1,45,48,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,45,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1488,,,,,
18,Spectrogram 1,1,45,48,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,45,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.155,,,,,
20,Spectrogram 1,1,48,51,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,48,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.1363,,,,,
21,Spectrogram 1,1,51,54,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,51,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1533,,,,,
22,Spectrogram 1,1,51,54,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,51,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.1287,,,,,
23,Spectrogram 1,1,54,57,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,54,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1412,,,,,
24,Spectrogram 1,1,57,60,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,57,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2717,,,,,
25,Spectrogram 1,1,60,63,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,60,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.4532,,,,,
26,Spectrogram 1,1,60,63,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,60,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.1093,,,,,
27,Spectrogram 1,1,63,66,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.4641,0,RWBL,,check for RWBL?,1
28,Spectrogram 1,1,63,66,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2158,0,,,,1
46224,Spectrogram 1,1,63.00619858,65.98672179,0,2314.286,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63.0062,2MA04668_20250414_195300.wav,2.9805,Canada Goose,,,,CAGO,,,
46223,Spectrogram 1,1,63.00973839,65.97610235,2271.429,3685.714,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63.0097,2MA04668_20250414_195300.wav,2.9664,Spring Peeper,,,,Spring Peeper,,,
46227,Spectrogram 1,1,63.1385337,65.33480127,3185.841,5070.796,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63.1385,2MA04668_20250414_195300.wav,2.1963,Red-winged Blackbird,,,,RWBL,jeer,,
46228,Spectrogram 1,1,63.47642101,65.15047084,4294.416,6159.292,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,63.4764,2MA04668_20250414_195300.wav,1.674,,,,,NT,,insect,
46222,Spectrogram 1,1,64.60619441,64.74424715,728.571,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,64.6062,2MA04668_20250414_195300.wav,0.1381,Red-winged Blackbird,,,,RWBL,jenk,,
29,Spectrogram 1,1,66,69,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,66,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2356,,,,,
30,Spectrogram 1,1,69,72,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,69,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.1788,,,,,
31,Spectrogram 1,1,72,75,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,72,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1072,,,,,
32,Spectrogram 1,1,75,78,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,75,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.1305,,,,,
33,Spectrogram 1,1,78,81,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,78,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2198,,,,,
34,Spectrogram 1,1,81,84,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,81,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.371,,,,,
35,Spectrogram 1,1,84,87,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,84,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.4656,,,,,
36,Spectrogram 1,1,84,87,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,84,2MA04668_20250414_195300.wav,3,Pied-billed Grebe,pibgre,0.1282,,,,,
37,Spectrogram 1,1,84,87,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,84,2MA04668_20250414_195300.wav,3,Sora,sora,0.1076,,,,,
38,Spectrogram 1,1,87,90,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,87,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.173,,,,,
39,Spectrogram 1,1,90,93,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,90,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2763,,,,,
41,Spectrogram 1,1,90,93,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,90,2MA04668_20250414_195300.wav,3,Sora,sora,0.1745,,,,,
40,Spectrogram 1,1,90,93,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,90,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.2551,,,,,
42,Spectrogram 1,1,93,96,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,93,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2287,,,,,
43,Spectrogram 1,1,96,99,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,96,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2262,,,,,
45,Spectrogram 1,1,96,99,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,96,2MA04668_20250414_195300.wav,3,Sora,sora,0.1041,,,,,
44,Spectrogram 1,1,96,99,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,96,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.133,,,,,
46,Spectrogram 1,1,99,102,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,99,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.4431,,,,,
47,Spectrogram 1,1,99,102,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,99,2MA04668_20250414_195300.wav,3,Pied-billed Grebe,pibgre,0.1058,,,,,
48,Spectrogram 1,1,102,105,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,102,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2655,,,,,
49,Spectrogram 1,1,105,108,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,105,2MA04668_20250414_195300.wav,3,Red-winged Blackbird,rewbla,0.1601,,,,,
50,Spectrogram 1,1,108,111,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,108,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1878,,,,,
51,Spectrogram 1,1,111,114,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,111,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2261,,,,,
52,Spectrogram 1,1,114,117,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,114,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.6811,,,,,
53,Spectrogram 1,1,117,120,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,117,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2451,,,,,
54,Spectrogram 1,1,120,123,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,120,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.3801,,,,,
55,Spectrogram 1,1,123,126,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,123,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2464,,,,,
58,Spectrogram 1,1,126,129,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,126,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1597,,,,,
57,Spectrogram 1,1,126,129,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,126,2MA04668_20250414_195300.wav,3,King Rail,kinrai4,0.1722,,,,,
56,Spectrogram 1,1,126,129,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,126,2MA04668_20250414_195300.wav,3,Least Bittern,leabit,0.1835,,,,,
59,Spectrogram 1,1,126,129,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,126,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.1148,,,,,
61,Spectrogram 1,1,132,135,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,132,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2212,,,,,
60,Spectrogram 1,1,132,135,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,132,2MA04668_20250414_195300.wav,3,Sora,sora,0.2475,,,,,
62,Spectrogram 1,1,135,138,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,135,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1023,,,,,
63,Spectrogram 1,1,138,141,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,138,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2204,,,,,
64,Spectrogram 1,1,141,144,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,141,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.3668,,,,,
65,Spectrogram 1,1,144,147,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,144,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1627,,,,,
66,Spectrogram 1,1,144,147,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,144,2MA04668_20250414_195300.wav,3,Red-winged Blackbird,rewbla,0.1085,,,,,
67,Spectrogram 1,1,147,150,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,147,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1507,,,,,
68,Spectrogram 1,1,147,150,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,147,2MA04668_20250414_195300.wav,3,Red-winged Blackbird,rewbla,0.1435,,,,,
69,Spectrogram 1,1,150,153,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,150,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.252,,,,,
70,Spectrogram 1,1,153,156,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,153,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1924,,,,,
71,Spectrogram 1,1,156,159,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,156,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1668,,,,,
72,Spectrogram 1,1,156,159,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,156,2MA04668_20250414_195300.wav,3,Red-winged Blackbird,rewbla,0.13,,,,,
73,Spectrogram 1,1,159,162,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,159,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.123,,,,,
74,Spectrogram 1,1,162,165,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,162,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1577,,,,,
75,Spectrogram 1,1,165,168,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,165,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.5687,,,,,
76,Spectrogram 1,1,168,171,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,168,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2425,,,,,
77,Spectrogram 1,1,168,171,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,168,2MA04668_20250414_195300.wav,3,Red-winged Blackbird,rewbla,0.1328,,,,,
78,Spectrogram 1,1,171,174,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,171,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1577,,,,,
79,Spectrogram 1,1,174,177,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,174,2MA04668_20250414_195300.wav,3,Sora,sora,0.2515,,,,,
80,Spectrogram 1,1,177,180,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,177,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.3043,,,,,
46100,Spectrogram 1,1,182.9931781,185.9867976,617.363,1967.846,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,182.9932,2MA04668_20250414_195300.wav,2.9936,Canada Goose,,,,CAGO,,,
46106,Spectrogram 1,1,182.9981842,185.9867976,2276.527,3549.839,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,182.9982,2MA04668_20250414_195300.wav,2.9886,Spring Peeper,,,,Spring Peeper,,Spring Peeper Frog,
81,Spectrogram 1,1,183,186,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,183,2MA04668_20250414_195300.wav,3,Virginia Rail,virrai,0.7587,0,RWBL,,"verify RWBL pink, jenk",1
46103,Spectrogram 1,1,183.0232145,183.3986684,4591.64,6405.145,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,183.0232,2MA04668_20250414_195300.wav,0.3755,,,,,NT,,insect,
46105,Spectrogram 1,1,183.4287047,184.9955992,3279.743,5286.174,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,183.4287,2MA04668_20250414_195300.wav,1.5669,Red-winged Blackbird,,,,RWBL,jeer,,
46107,Spectrogram 1,1,184.2897458,184.4549455,1659.164,10649.518,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,184.2897,2MA04668_20250414_195300.wav,0.1652,Red-winged Blackbird,,,,RWBL,pink,,
46102,Spectrogram 1,1,184.4549455,184.6101332,1543.408,11961.415,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,184.455,2MA04668_20250414_195300.wav,0.1552,Red-winged Blackbird,,,,RWBL,jenk,,
46101,Spectrogram 1,1,184.6802179,184.88046,1581.994,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,184.6802,2MA04668_20250414_195300.wav,0.2002,Redw-inged Blackbird,,,,RWBL,jenk,,
46104,Spectrogram 1,1,185.7164708,185.9918037,4668.81,6250.804,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,185.7165,2MA04668_20250414_195300.wav,0.2753,,,,,NT,,insect,
82,Spectrogram 1,1,186,189,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,186,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.1702,,,,,
83,Spectrogram 1,1,189,192,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,189,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.2446,,,,,
84,Spectrogram 1,1,192,195,0,12000,D:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\SpringValley 2MA04668\SpringValleyData20250414to20250702\2MA04668_20250414_195300.wav,192,2MA04668_20250414_195300.wav,3,American Bittern,amebit,0.3241,,,,,
