Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Delta Time (s)	CommonName	Species Code	Confidence	Verify	Label	Call Type	Notes	Done?
318	Spectrogram 1	1	1124.870929350	1127.181159325	1178.244	9341.794	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240518_070002.wav	1124.8709	SMA05956GRAS_20240518_070002.wav	2.3102	Marsh Wren							
319	Spectrogram 1	1	1127.428683965	1128.831323593	1094.084	8836.832	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240518_070002.wav	1127.4287	SMA05956GRAS_20240518_070002.wav	1.4026	Marsh Wren							
322	Spectrogram 1	1	6932.982977564	6933.598160216	1970.103	10077.835	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3335.8869	SMA05956GRAS_20240603_050000.wav	0.6152	Marsh Wren			1	MAWR			
325	Spectrogram 1	1	6933.598160216	6935.462842456	1667.010	7956.186	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3336.5021	SMA05956GRAS_20240603_050000.wav	1.8647	Marsh Wren			1	MAWR			
339	Spectrogram 1	1	6935.614028493	6935.956884988	1926.054	9298.193	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3338.5180	SMA05956GRAS_20240603_050000.wav	0.3429				1	NT			
323	Spectrogram 1	1	6936.843839833	6937.195511794	2348.969	7653.093	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3339.7478	SMA05956GRAS_20240603_050000.wav	0.3517	Marsh Wren			1	MAWR			
338	Spectrogram 1	1	6936.843839833	6938.364333854	796.988	7305.723	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3339.7478	SMA05956GRAS_20240603_050000.wav	1.5205	King Rail			1	KIRA	kek		
335	Spectrogram 1	1	6937.164336122	6938.409054267	1461.145	8833.283	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3340.0683	SMA05956GRAS_20240603_050000.wav	1.2447	Red-winged Blackbird			1	RWBL	conklaree		
324	Spectrogram 1	1	6937.410032760	6938.697158554	1894.330	8638.144	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3340.3140	SMA05956GRAS_20240603_050000.wav	1.2871	Marsh Wren			1	MAWR		Marsh Wren & Red-winged Blackbird calls	
337	Spectrogram 1	1	6938.751910762	6939.288555710	1859.639	8634.036	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3341.6559	SMA05956GRAS_20240603_050000.wav	0.5366				1	NT		frog?	
336	Spectrogram 1	1	6939.228928494	6939.795387051	2656.627	11224.247	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3342.1329	SMA05956GRAS_20240603_050000.wav	0.5665	Marsh Wren			1	MAWR			
333	Spectrogram 1	1	6945.050332545	6946.578279968	3520.030	15275.602	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3347.9543	SMA05956GRAS_20240603_050000.wav	1.5279				1	NT			
342	Spectrogram 1	1	6945.162133576	6946.265237081	1992.470	6973.645	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3348.0661	SMA05956GRAS_20240603_050000.wav	1.1031	Marsh Wren			1	MAWR			
343	Spectrogram 1	1	6946.623000380	6947.681383473	1859.639	7903.464	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3349.5269	SMA05956GRAS_20240603_050000.wav	1.0584	Marsh Wren			1	MAWR			
327	Spectrogram 1	1	6948.119596757	6949.423225642	1818.557	10532.474	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3351.0235	SMA05956GRAS_20240603_050000.wav	1.3036	Marsh Wren			1	MAWR			
328	Spectrogram 1	1	6950.017284375	6950.749714765	3334.021	7728.866	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3352.9212	SMA05956GRAS_20240603_050000.wav	0.7324	Marsh Wren			1	MAWR			
345	Spectrogram 1	1	6950.576413783	6950.755295432	4051.355	14611.446	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3353.4804	SMA05956GRAS_20240603_050000.wav	0.1789				1	NT		same as prev seg	
348	Spectrogram 1	1	6950.839155589	6951.964619301	2656.627	7637.801	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3353.7431	SMA05956GRAS_20240603_050000.wav	1.1255	Marsh Wren			1	MAWR			
349	Spectrogram 1	1	6951.204372291	6951.472694765	5246.837	15474.849	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3354.1083	SMA05956GRAS_20240603_050000.wav	0.2683				1	NT			
351	Spectrogram 1	1	6951.867725074	6952.568344868	3121.536	8966.114	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3354.7717	SMA05956GRAS_20240603_050000.wav	0.7006				1	NT			
350	Spectrogram 1	1	6952.121140744	6952.501264250	3520.030	13216.717	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3355.0251	SMA05956GRAS_20240603_050000.wav	0.3801				1	NT			
353	Spectrogram 1	1	6952.270208786	6953.254057858	597.741	8833.283	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3355.1741	SMA05956GRAS_20240603_050000.wav	0.9838	Marsh Wren			1	MAWR			
352	Spectrogram 1	1	6953.060269405	6953.254057858	8235.542	15740.512	E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav	3355.9642	SMA05956GRAS_20240603_050000.wav	0.1938				1	NT			
