Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Delta Time (s),Common Name,Species Code,Confidence,Verify,Label,Call Type,Notes,Done?
318,Spectrogram 1,1,1124.870929,1127.181159,1178.244,9341.794,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240518_070002.wav,1124.8709,SMA05956GRAS_20240518_070002.wav,2.3102,Marsh Wren,,,,,,,
319,Spectrogram 1,1,1127.428684,1128.831324,1094.084,8836.832,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240518_070002.wav,1127.4287,SMA05956GRAS_20240518_070002.wav,1.4026,Marsh Wren,,,,,,,
322,Spectrogram 1,1,6932.982978,6933.59816,1970.103,10077.835,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3335.8869,SMA05956GRAS_20240603_050000.wav,0.6152,Marsh Wren,,,1,MAWR,,,
325,Spectrogram 1,1,6933.59816,6935.462842,1667.01,7956.186,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3336.5021,SMA05956GRAS_20240603_050000.wav,1.8647,Marsh Wren,,,1,MAWR,,,
339,Spectrogram 1,1,6935.614028,6935.956885,1926.054,9298.193,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3338.518,SMA05956GRAS_20240603_050000.wav,0.3429,,,,1,NT,,,
323,Spectrogram 1,1,6936.84384,6937.195512,2348.969,7653.093,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3339.7478,SMA05956GRAS_20240603_050000.wav,0.3517,Marsh Wren,,,1,MAWR,,,
338,Spectrogram 1,1,6936.84384,6938.364334,796.988,7305.723,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3339.7478,SMA05956GRAS_20240603_050000.wav,1.5205,King Rail,,,1,KIRA,kek,,
335,Spectrogram 1,1,6937.164336,6938.409054,1461.145,8833.283,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3340.0683,SMA05956GRAS_20240603_050000.wav,1.2447,Red-winged Blackbird,,,1,RWBL,conklaree,,
324,Spectrogram 1,1,6937.410033,6938.697159,1894.33,8638.144,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3340.314,SMA05956GRAS_20240603_050000.wav,1.2871,Marsh Wren,,,1,MAWR,,Marsh Wren & Red-winged Blackbird calls,
337,Spectrogram 1,1,6938.751911,6939.288556,1859.639,8634.036,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3341.6559,SMA05956GRAS_20240603_050000.wav,0.5366,,,,1,NT,,frog?,
336,Spectrogram 1,1,6939.228928,6939.795387,2656.627,11224.247,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3342.1329,SMA05956GRAS_20240603_050000.wav,0.5665,Marsh Wren,,,1,MAWR,,,
333,Spectrogram 1,1,6945.050333,6946.57828,3520.03,15275.602,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3347.9543,SMA05956GRAS_20240603_050000.wav,1.5279,,,,1,NT,,,
342,Spectrogram 1,1,6945.162134,6946.265237,1992.47,6973.645,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3348.0661,SMA05956GRAS_20240603_050000.wav,1.1031,Marsh Wren,,,1,MAWR,,,
343,Spectrogram 1,1,6946.623,6947.681383,1859.639,7903.464,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3349.5269,SMA05956GRAS_20240603_050000.wav,1.0584,Marsh Wren,,,1,MAWR,,,
327,Spectrogram 1,1,6948.119597,6949.423226,1818.557,10532.474,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3351.0235,SMA05956GRAS_20240603_050000.wav,1.3036,Marsh Wren,,,1,MAWR,,,
328,Spectrogram 1,1,6950.017284,6950.749715,3334.021,7728.866,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3352.9212,SMA05956GRAS_20240603_050000.wav,0.7324,Marsh Wren,,,1,MAWR,,,
345,Spectrogram 1,1,6950.576414,6950.755295,4051.355,14611.446,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3353.4804,SMA05956GRAS_20240603_050000.wav,0.1789,,,,1,NT,,same as prev seg,
348,Spectrogram 1,1,6950.839156,6951.964619,2656.627,7637.801,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3353.7431,SMA05956GRAS_20240603_050000.wav,1.1255,Marsh Wren,,,1,MAWR,,,
349,Spectrogram 1,1,6951.204372,6951.472695,5246.837,15474.849,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3354.1083,SMA05956GRAS_20240603_050000.wav,0.2683,,,,1,NT,,,
351,Spectrogram 1,1,6951.867725,6952.568345,3121.536,8966.114,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3354.7717,SMA05956GRAS_20240603_050000.wav,0.7006,,,,1,NT,,,
350,Spectrogram 1,1,6952.121141,6952.501264,3520.03,13216.717,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3355.0251,SMA05956GRAS_20240603_050000.wav,0.3801,,,,1,NT,,,
353,Spectrogram 1,1,6952.270209,6953.254058,597.741,8833.283,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3355.1741,SMA05956GRAS_20240603_050000.wav,0.9838,Marsh Wren,,,1,MAWR,,,
352,Spectrogram 1,1,6953.060269,6953.254058,8235.542,15740.512,E:\2025 King Rail Project\AGL ARU Data\Audio\GRAS 20240518 to 20240603\SMA05956GRAS_20240603_050000.wav,3355.9642,SMA05956GRAS_20240603_050000.wav,0.1938,,,,1,NT,,,
