Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Delta Time (s)	Common Name	Species Code	Confidence	Verify	Label	Call Type	Notes	Done?
18	Spectrogram 1	1	111.000000000	114.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	111.0000	SMA06024_20250326_193100.wav	3.0000	Least Bittern	leabit	0.1342	0				1
19	Spectrogram 1	1	120.000000000	123.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	120.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1420					
20	Spectrogram 1	1	123.000000000	126.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	123.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1844					
21	Spectrogram 1	1	135.000000000	138.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	135.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1045					
22	Spectrogram 1	1	150.000000000	153.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	150.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1229					
23	Spectrogram 1	1	153.000000000	156.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	153.0000	SMA06024_20250326_193100.wav	3.0000	Pied-billed Grebe	pibgre	0.2092					
24	Spectrogram 1	1	156.000000000	159.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	156.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1659					
25	Spectrogram 1	1	162.000000000	165.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	162.0000	SMA06024_20250326_193100.wav	3.0000	Least Bittern	leabit	0.2040					
26	Spectrogram 1	1	162.000000000	165.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	162.0000	SMA06024_20250326_193100.wav	3.0000	Pied-billed Grebe	pibgre	0.1126					
27	Spectrogram 1	1	165.000000000	168.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	165.0000	SMA06024_20250326_193100.wav	3.0000	Pied-billed Grebe	pibgre	0.1356					
28	Spectrogram 1	1	180.000000000	183.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	180.0000	SMA06024_20250326_193100.wav	3.0000	Pied-billed Grebe	pibgre	0.1202					
29	Spectrogram 1	1	198.000000000	201.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	198.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1122					
30	Spectrogram 1	1	204.000000000	207.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	204.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1019					
31	Spectrogram 1	1	207.000000000	210.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	207.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1122					
32	Spectrogram 1	1	210.000000000	213.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	210.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1287					
33	Spectrogram 1	1	213.000000000	216.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	213.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1292					
34	Spectrogram 1	1	216.000000000	219.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	216.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1102					
35	Spectrogram 1	1	219.000000000	222.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	219.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1654					
36	Spectrogram 1	1	222.000000000	225.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	222.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1494					
37	Spectrogram 1	1	225.000000000	228.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	225.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2010					
38	Spectrogram 1	1	225.000000000	228.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	225.0000	SMA06024_20250326_193100.wav	3.0000	Tree Swallow	treswa	0.1371					
39	Spectrogram 1	1	225.000000000	228.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	225.0000	SMA06024_20250326_193100.wav	3.0000	Virginia Rail	virrai	0.1044					
40	Spectrogram 1	1	240.000000000	243.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	240.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1339					
41	Spectrogram 1	1	261.000000000	264.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	261.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1417					
42	Spectrogram 1	1	267.000000000	270.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	267.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2417					
43	Spectrogram 1	1	276.000000000	279.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	276.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.3249					
44	Spectrogram 1	1	285.000000000	288.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	285.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1314					
45	Spectrogram 1	1	291.000000000	294.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	291.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1474					
46	Spectrogram 1	1	291.000000000	294.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	291.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1085					
47	Spectrogram 1	1	294.000000000	297.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	294.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1675					
48	Spectrogram 1	1	351.000000000	354.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	351.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2328					
49	Spectrogram 1	1	354.000000000	357.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	354.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1074					
50	Spectrogram 1	1	369.000000000	372.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	369.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1607					
51	Spectrogram 1	1	378.000000000	381.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	378.0000	SMA06024_20250326_193100.wav	3.0000	Virginia Rail	virrai	0.1497					
52	Spectrogram 1	1	378.000000000	381.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	378.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1021					
53	Spectrogram 1	1	381.000000000	384.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	381.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1387					
54	Spectrogram 1	1	393.000000000	396.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	393.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2162					
55	Spectrogram 1	1	396.000000000	399.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	396.0000	SMA06024_20250326_193100.wav	3.0000	Virginia Rail	virrai	0.1643	0	RWBL			
56	Spectrogram 1	1	411.000000000	414.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	411.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1311					
57	Spectrogram 1	1	414.000000000	417.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	414.0000	SMA06024_20250326_193100.wav	3.0000	Virginia Rail	virrai	0.1368					
58	Spectrogram 1	1	417.000000000	420.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	417.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2273					
59	Spectrogram 1	1	423.000000000	426.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	423.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1221					
60	Spectrogram 1	1	423.000000000	426.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	423.0000	SMA06024_20250326_193100.wav	3.0000	Least Bittern	leabit	0.1057					
61	Spectrogram 1	1	426.000000000	429.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	426.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.5348					
62	Spectrogram 1	1	429.000000000	432.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	429.0000	SMA06024_20250326_193100.wav	3.0000	Virginia Rail	virrai	0.1149					
63	Spectrogram 1	1	438.000000000	441.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	438.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1773					
64	Spectrogram 1	1	447.000000000	450.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	447.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1042					
65	Spectrogram 1	1	450.000000000	453.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	450.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1030					
66	Spectrogram 1	1	453.000000000	456.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	453.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1156					
67	Spectrogram 1	1	459.000000000	462.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	459.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1144					
68	Spectrogram 1	1	465.000000000	468.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	465.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2411					
69	Spectrogram 1	1	474.000000000	477.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	474.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2710					
70	Spectrogram 1	1	480.000000000	483.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	480.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1281					
71	Spectrogram 1	1	483.000000000	486.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	483.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1084					
72	Spectrogram 1	1	486.000000000	489.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	486.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1119					
73	Spectrogram 1	1	498.000000000	501.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	498.0000	SMA06024_20250326_193100.wav	3.0000	Least Bittern	leabit	0.1474					
74	Spectrogram 1	1	507.000000000	510.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	507.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.3298					
75	Spectrogram 1	1	513.000000000	516.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	513.0000	SMA06024_20250326_193100.wav	3.0000	Least Bittern	leabit	0.1010					
76	Spectrogram 1	1	516.000000000	519.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	516.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2340					
77	Spectrogram 1	1	516.000000000	519.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	516.0000	SMA06024_20250326_193100.wav	3.0000	Least Bittern	leabit	0.1173					
78	Spectrogram 1	1	528.000000000	531.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	528.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.2409					
79	Spectrogram 1	1	534.000000000	537.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	534.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.1804					
80	Spectrogram 1	1	537.000000000	540.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	537.0000	SMA06024_20250326_193100.wav	3.0000	Wood Duck	wooduc	0.9256					
81	Spectrogram 1	1	540.000000000	543.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	540.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1245					
82	Spectrogram 1	1	549.000000000	552.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	549.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1110					
83	Spectrogram 1	1	573.000000000	576.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	573.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1186					
84	Spectrogram 1	1	588.000000000	591.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	588.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1505					
85	Spectrogram 1	1	597.000000000	600.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	597.0000	SMA06024_20250326_193100.wav	3.0000	Swamp Sparrow	swaspa	0.2038					
86	Spectrogram 1	1	597.000000000	600.000000000	0.000	12000.000	E:\2025 King Rail Project\2025 ARU Data Annotated For King Rail Project\NorthLily1 SMA06024\NorthLily1Data20250326to20250707\SMA06024_20250326_193100.wav	597.0000	SMA06024_20250326_193100.wav	3.0000	Red-winged Blackbird	rewbla	0.1019					
